crop,soil_type,growth_stage,n_status,p_status,k_status,recommended_fertilizer,dosage_kg_per_acre,application_method,advisory_en,advisory_hi,advisory_bho,advisory_pa,advisory_mr,source_type,review_status
tomato,clay,grain_fill,high,balanced,balanced,Biofertilizer + irrigation flush,28,soil_correction,"For tomato at grain_fill, apply Biofertilizer + irrigation flush (28 kg/acre) via soil_correction and re-check in 7 days.",tomato के grain_fill चरण में Biofertilizer + irrigation flush (28 kg/acre) soil_correction से दें और 7 दिन बाद जांच करें।,tomato के grain_fill दौर में Biofertilizer + irrigation flush (28 kg/acre) soil_correction से दीं आ 7 दिन बाद फेर जांच करीं।,tomato ਦੇ grain_fill ਪੜਾਅ ਵਿੱਚ Biofertilizer + irrigation flush (28 kg/acre) soil_correction ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,tomato च्या grain_fill टप्प्यात Biofertilizer + irrigation flush (28 kg/acre) soil_correction ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
tomato,sandy_loam,grain_fill,low,balanced,balanced,Urea + FYM,55,split_dose_root_zone,"For tomato at grain_fill, apply Urea + FYM (55 kg/acre) via split_dose_root_zone and re-check in 7 days.",tomato के grain_fill चरण में Urea + FYM (55 kg/acre) split_dose_root_zone से दें और 7 दिन बाद जांच करें।,tomato के grain_fill दौर में Urea + FYM (55 kg/acre) split_dose_root_zone से दीं आ 7 दिन बाद फेर जांच करीं।,tomato ਦੇ grain_fill ਪੜਾਅ ਵਿੱਚ Urea + FYM (55 kg/acre) split_dose_root_zone ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,tomato च्या grain_fill टप्प्यात Urea + FYM (55 kg/acre) split_dose_root_zone ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
tomato,sandy_loam,grain_fill,balanced,low,balanced,DAP / SSP blend,54,basal_application,"For tomato at grain_fill, apply DAP / SSP blend (54 kg/acre) via basal_application and re-check in 7 days.",tomato के grain_fill चरण में DAP / SSP blend (54 kg/acre) basal_application से दें और 7 दिन बाद जांच करें।,tomato के grain_fill दौर में DAP / SSP blend (54 kg/acre) basal_application से दीं आ 7 दिन बाद फेर जांच करीं।,tomato ਦੇ grain_fill ਪੜਾਅ ਵਿੱਚ DAP / SSP blend (54 kg/acre) basal_application ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,tomato च्या grain_fill टप्प्यात DAP / SSP blend (54 kg/acre) basal_application ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
tomato,sandy_loam,grain_fill,balanced,balanced,low,MOP (Muriate of Potash),48,side_dressing,"For tomato at grain_fill, apply MOP (Muriate of Potash) (48 kg/acre) via side_dressing and re-check in 7 days.",tomato के grain_fill चरण में MOP (Muriate of Potash) (48 kg/acre) side_dressing से दें और 7 दिन बाद जांच करें।,tomato के grain_fill दौर में MOP (Muriate of Potash) (48 kg/acre) side_dressing से दीं आ 7 दिन बाद फेर जांच करीं।,tomato ਦੇ grain_fill ਪੜਾਅ ਵਿੱਚ MOP (Muriate of Potash) (48 kg/acre) side_dressing ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,tomato च्या grain_fill टप्प्यात MOP (Muriate of Potash) (48 kg/acre) side_dressing ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
tomato,sandy_loam,grain_fill,balanced,balanced,balanced,NPK 19:19:19 balanced feed,30,foliar_plus_basal,"For tomato at grain_fill, apply NPK 19:19:19 balanced feed (30 kg/acre) via foliar_plus_basal and re-check in 7 days.",tomato के grain_fill चरण में NPK 19:19:19 balanced feed (30 kg/acre) foliar_plus_basal से दें और 7 दिन बाद जांच करें।,tomato के grain_fill दौर में NPK 19:19:19 balanced feed (30 kg/acre) foliar_plus_basal से दीं आ 7 दिन बाद फेर जांच करीं।,tomato ਦੇ grain_fill ਪੜਾਅ ਵਿੱਚ NPK 19:19:19 balanced feed (30 kg/acre) foliar_plus_basal ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,tomato च्या grain_fill टप्प्यात NPK 19:19:19 balanced feed (30 kg/acre) foliar_plus_basal ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
tomato,sandy_loam,grain_fill,high,balanced,balanced,Biofertilizer + irrigation flush,23,soil_correction,"For tomato at grain_fill, apply Biofertilizer + irrigation flush (23 kg/acre) via soil_correction and re-check in 7 days.",tomato के grain_fill चरण में Biofertilizer + irrigation flush (23 kg/acre) soil_correction से दें और 7 दिन बाद जांच करें।,tomato के grain_fill दौर में Biofertilizer + irrigation flush (23 kg/acre) soil_correction से दीं आ 7 दिन बाद फेर जांच करीं।,tomato ਦੇ grain_fill ਪੜਾਅ ਵਿੱਚ Biofertilizer + irrigation flush (23 kg/acre) soil_correction ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,tomato च्या grain_fill टप्प्यात Biofertilizer + irrigation flush (23 kg/acre) soil_correction ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
soybean,loamy,nursery,low,balanced,balanced,Urea + FYM,52,split_dose_root_zone,"For soybean at nursery, apply Urea + FYM (52 kg/acre) via split_dose_root_zone and re-check in 7 days.",soybean के nursery चरण में Urea + FYM (52 kg/acre) split_dose_root_zone से दें और 7 दिन बाद जांच करें।,soybean के nursery दौर में Urea + FYM (52 kg/acre) split_dose_root_zone से दीं आ 7 दिन बाद फेर जांच करीं।,soybean ਦੇ nursery ਪੜਾਅ ਵਿੱਚ Urea + FYM (52 kg/acre) split_dose_root_zone ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,soybean च्या nursery टप्प्यात Urea + FYM (52 kg/acre) split_dose_root_zone ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
soybean,loamy,nursery,balanced,low,balanced,DAP / SSP blend,44,basal_application,"For soybean at nursery, apply DAP / SSP blend (44 kg/acre) via basal_application and re-check in 7 days.",soybean के nursery चरण में DAP / SSP blend (44 kg/acre) basal_application से दें और 7 दिन बाद जांच करें।,soybean के nursery दौर में DAP / SSP blend (44 kg/acre) basal_application से दीं आ 7 दिन बाद फेर जांच करीं।,soybean ਦੇ nursery ਪੜਾਅ ਵਿੱਚ DAP / SSP blend (44 kg/acre) basal_application ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,soybean च्या nursery टप्प्यात DAP / SSP blend (44 kg/acre) basal_application ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
soybean,loamy,nursery,balanced,balanced,low,MOP (Muriate of Potash),36,side_dressing,"For soybean at nursery, apply MOP (Muriate of Potash) (36 kg/acre) via side_dressing and re-check in 7 days.",soybean के nursery चरण में MOP (Muriate of Potash) (36 kg/acre) side_dressing से दें और 7 दिन बाद जांच करें।,soybean के nursery दौर में MOP (Muriate of Potash) (36 kg/acre) side_dressing से दीं आ 7 दिन बाद फेर जांच करीं।,soybean ਦੇ nursery ਪੜਾਅ ਵਿੱਚ MOP (Muriate of Potash) (36 kg/acre) side_dressing ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,soybean च्या nursery टप्प्यात MOP (Muriate of Potash) (36 kg/acre) side_dressing ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
soybean,loamy,nursery,balanced,balanced,balanced,NPK 19:19:19 balanced feed,41,foliar_plus_basal,"For soybean at nursery, apply NPK 19:19:19 balanced feed (41 kg/acre) via foliar_plus_basal and re-check in 7 days.",soybean के nursery चरण में NPK 19:19:19 balanced feed (41 kg/acre) foliar_plus_basal से दें और 7 दिन बाद जांच करें।,soybean के nursery दौर में NPK 19:19:19 balanced feed (41 kg/acre) foliar_plus_basal से दीं आ 7 दिन बाद फेर जांच करीं।,soybean ਦੇ nursery ਪੜਾਅ ਵਿੱਚ NPK 19:19:19 balanced feed (41 kg/acre) foliar_plus_basal ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,soybean च्या nursery टप्प्यात NPK 19:19:19 balanced feed (41 kg/acre) foliar_plus_basal ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
soybean,loamy,nursery,high,balanced,balanced,Biofertilizer + irrigation flush,24,soil_correction,"For soybean at nursery, apply Biofertilizer + irrigation flush (24 kg/acre) via soil_correction and re-check in 7 days.",soybean के nursery चरण में Biofertilizer + irrigation flush (24 kg/acre) soil_correction से दें और 7 दिन बाद जांच करें।,soybean के nursery दौर में Biofertilizer + irrigation flush (24 kg/acre) soil_correction से दीं आ 7 दिन बाद फेर जांच करीं।,soybean ਦੇ nursery ਪੜਾਅ ਵਿੱਚ Biofertilizer + irrigation flush (24 kg/acre) soil_correction ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,soybean च्या nursery टप्प्यात Biofertilizer + irrigation flush (24 kg/acre) soil_correction ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
soybean,clay,nursery,low,balanced,balanced,Urea + FYM,63,split_dose_root_zone,"For soybean at nursery, apply Urea + FYM (63 kg/acre) via split_dose_root_zone and re-check in 7 days.",soybean के nursery चरण में Urea + FYM (63 kg/acre) split_dose_root_zone से दें और 7 दिन बाद जांच करें।,soybean के nursery दौर में Urea + FYM (63 kg/acre) split_dose_root_zone से दीं आ 7 दिन बाद फेर जांच करीं।,soybean ਦੇ nursery ਪੜਾਅ ਵਿੱਚ Urea + FYM (63 kg/acre) split_dose_root_zone ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,soybean च्या nursery टप्प्यात Urea + FYM (63 kg/acre) split_dose_root_zone ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
soybean,clay,nursery,balanced,low,balanced,DAP / SSP blend,44,basal_application,"For soybean at nursery, apply DAP / SSP blend (44 kg/acre) via basal_application and re-check in 7 days.",soybean के nursery चरण में DAP / SSP blend (44 kg/acre) basal_application से दें और 7 दिन बाद जांच करें।,soybean के nursery दौर में DAP / SSP blend (44 kg/acre) basal_application से दीं आ 7 दिन बाद फेर जांच करीं।,soybean ਦੇ nursery ਪੜਾਅ ਵਿੱਚ DAP / SSP blend (44 kg/acre) basal_application ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,soybean च्या nursery टप्प्यात DAP / SSP blend (44 kg/acre) basal_application ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
soybean,clay,nursery,balanced,balanced,low,MOP (Muriate of Potash),36,side_dressing,"For soybean at nursery, apply MOP (Muriate of Potash) (36 kg/acre) via side_dressing and re-check in 7 days.",soybean के nursery चरण में MOP (Muriate of Potash) (36 kg/acre) side_dressing से दें और 7 दिन बाद जांच करें।,soybean के nursery दौर में MOP (Muriate of Potash) (36 kg/acre) side_dressing से दीं आ 7 दिन बाद फेर जांच करीं।,soybean ਦੇ nursery ਪੜਾਅ ਵਿੱਚ MOP (Muriate of Potash) (36 kg/acre) side_dressing ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,soybean च्या nursery टप्प्यात MOP (Muriate of Potash) (36 kg/acre) side_dressing ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
soybean,clay,nursery,balanced,balanced,balanced,NPK 19:19:19 balanced feed,39,foliar_plus_basal,"For soybean at nursery, apply NPK 19:19:19 balanced feed (39 kg/acre) via foliar_plus_basal and re-check in 7 days.",soybean के nursery चरण में NPK 19:19:19 balanced feed (39 kg/acre) foliar_plus_basal से दें और 7 दिन बाद जांच करें।,soybean के nursery दौर में NPK 19:19:19 balanced feed (39 kg/acre) foliar_plus_basal से दीं आ 7 दिन बाद फेर जांच करीं।,soybean ਦੇ nursery ਪੜਾਅ ਵਿੱਚ NPK 19:19:19 balanced feed (39 kg/acre) foliar_plus_basal ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,soybean च्या nursery टप्प्यात NPK 19:19:19 balanced feed (39 kg/acre) foliar_plus_basal ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
soybean,clay,nursery,high,balanced,balanced,Biofertilizer + irrigation flush,31,soil_correction,"For soybean at nursery, apply Biofertilizer + irrigation flush (31 kg/acre) via soil_correction and re-check in 7 days.",soybean के nursery चरण में Biofertilizer + irrigation flush (31 kg/acre) soil_correction से दें और 7 दिन बाद जांच करें।,soybean के nursery दौर में Biofertilizer + irrigation flush (31 kg/acre) soil_correction से दीं आ 7 दिन बाद फेर जांच करीं।,soybean ਦੇ nursery ਪੜਾਅ ਵਿੱਚ Biofertilizer + irrigation flush (31 kg/acre) soil_correction ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,soybean च्या nursery टप्प्यात Biofertilizer + irrigation flush (31 kg/acre) soil_correction ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
soybean,sandy_loam,nursery,low,balanced,balanced,Urea + FYM,51,split_dose_root_zone,"For soybean at nursery, apply Urea + FYM (51 kg/acre) via split_dose_root_zone and re-check in 7 days.",soybean के nursery चरण में Urea + FYM (51 kg/acre) split_dose_root_zone से दें और 7 दिन बाद जांच करें।,soybean के nursery दौर में Urea + FYM (51 kg/acre) split_dose_root_zone से दीं आ 7 दिन बाद फेर जांच करीं।,soybean ਦੇ nursery ਪੜਾਅ ਵਿੱਚ Urea + FYM (51 kg/acre) split_dose_root_zone ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,soybean च्या nursery टप्प्यात Urea + FYM (51 kg/acre) split_dose_root_zone ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
soybean,sandy_loam,nursery,balanced,low,balanced,DAP / SSP blend,51,basal_application,"For soybean at nursery, apply DAP / SSP blend (51 kg/acre) via basal_application and re-check in 7 days.",soybean के nursery चरण में DAP / SSP blend (51 kg/acre) basal_application से दें और 7 दिन बाद जांच करें।,soybean के nursery दौर में DAP / SSP blend (51 kg/acre) basal_application से दीं आ 7 दिन बाद फेर जांच करीं।,soybean ਦੇ nursery ਪੜਾਅ ਵਿੱਚ DAP / SSP blend (51 kg/acre) basal_application ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,soybean च्या nursery टप्प्यात DAP / SSP blend (51 kg/acre) basal_application ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
soybean,sandy_loam,nursery,balanced,balanced,low,MOP (Muriate of Potash),41,side_dressing,"For soybean at nursery, apply MOP (Muriate of Potash) (41 kg/acre) via side_dressing and re-check in 7 days.",soybean के nursery चरण में MOP (Muriate of Potash) (41 kg/acre) side_dressing से दें और 7 दिन बाद जांच करें।,soybean के nursery दौर में MOP (Muriate of Potash) (41 kg/acre) side_dressing से दीं आ 7 दिन बाद फेर जांच करीं।,soybean ਦੇ nursery ਪੜਾਅ ਵਿੱਚ MOP (Muriate of Potash) (41 kg/acre) side_dressing ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,soybean च्या nursery टप्प्यात MOP (Muriate of Potash) (41 kg/acre) side_dressing ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
soybean,sandy_loam,nursery,balanced,balanced,balanced,NPK 19:19:19 balanced feed,37,foliar_plus_basal,"For soybean at nursery, apply NPK 19:19:19 balanced feed (37 kg/acre) via foliar_plus_basal and re-check in 7 days.",soybean के nursery चरण में NPK 19:19:19 balanced feed (37 kg/acre) foliar_plus_basal से दें और 7 दिन बाद जांच करें।,soybean के nursery दौर में NPK 19:19:19 balanced feed (37 kg/acre) foliar_plus_basal से दीं आ 7 दिन बाद फेर जांच करीं।,soybean ਦੇ nursery ਪੜਾਅ ਵਿੱਚ NPK 19:19:19 balanced feed (37 kg/acre) foliar_plus_basal ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,soybean च्या nursery टप्प्यात NPK 19:19:19 balanced feed (37 kg/acre) foliar_plus_basal ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
soybean,sandy_loam,nursery,high,balanced,balanced,Biofertilizer + irrigation flush,23,soil_correction,"For soybean at nursery, apply Biofertilizer + irrigation flush (23 kg/acre) via soil_correction and re-check in 7 days.",soybean के nursery चरण में Biofertilizer + irrigation flush (23 kg/acre) soil_correction से दें और 7 दिन बाद जांच करें।,soybean के nursery दौर में Biofertilizer + irrigation flush (23 kg/acre) soil_correction से दीं आ 7 दिन बाद फेर जांच करीं।,soybean ਦੇ nursery ਪੜਾਅ ਵਿੱਚ Biofertilizer + irrigation flush (23 kg/acre) soil_correction ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,soybean च्या nursery टप्प्यात Biofertilizer + irrigation flush (23 kg/acre) soil_correction ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
soybean,loamy,vegetative,low,balanced,balanced,Urea + FYM,61,split_dose_root_zone,"For soybean at vegetative, apply Urea + FYM (61 kg/acre) via split_dose_root_zone and re-check in 7 days.",soybean के vegetative चरण में Urea + FYM (61 kg/acre) split_dose_root_zone से दें और 7 दिन बाद जांच करें।,soybean के vegetative दौर में Urea + FYM (61 kg/acre) split_dose_root_zone से दीं आ 7 दिन बाद फेर जांच करीं।,soybean ਦੇ vegetative ਪੜਾਅ ਵਿੱਚ Urea + FYM (61 kg/acre) split_dose_root_zone ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,soybean च्या vegetative टप्प्यात Urea + FYM (61 kg/acre) split_dose_root_zone ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
soybean,loamy,vegetative,balanced,low,balanced,DAP / SSP blend,53,basal_application,"For soybean at vegetative, apply DAP / SSP blend (53 kg/acre) via basal_application and re-check in 7 days.",soybean के vegetative चरण में DAP / SSP blend (53 kg/acre) basal_application से दें और 7 दिन बाद जांच करें।,soybean के vegetative दौर में DAP / SSP blend (53 kg/acre) basal_application से दीं आ 7 दिन बाद फेर जांच करीं।,soybean ਦੇ vegetative ਪੜਾਅ ਵਿੱਚ DAP / SSP blend (53 kg/acre) basal_application ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,soybean च्या vegetative टप्प्यात DAP / SSP blend (53 kg/acre) basal_application ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
soybean,loamy,vegetative,balanced,balanced,low,MOP (Muriate of Potash),39,side_dressing,"For soybean at vegetative, apply MOP (Muriate of Potash) (39 kg/acre) via side_dressing and re-check in 7 days.",soybean के vegetative चरण में MOP (Muriate of Potash) (39 kg/acre) side_dressing से दें और 7 दिन बाद जांच करें।,soybean के vegetative दौर में MOP (Muriate of Potash) (39 kg/acre) side_dressing से दीं आ 7 दिन बाद फेर जांच करीं।,soybean ਦੇ vegetative ਪੜਾਅ ਵਿੱਚ MOP (Muriate of Potash) (39 kg/acre) side_dressing ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,soybean च्या vegetative टप्प्यात MOP (Muriate of Potash) (39 kg/acre) side_dressing ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
soybean,loamy,vegetative,balanced,balanced,balanced,NPK 19:19:19 balanced feed,37,foliar_plus_basal,"For soybean at vegetative, apply NPK 19:19:19 balanced feed (37 kg/acre) via foliar_plus_basal and re-check in 7 days.",soybean के vegetative चरण में NPK 19:19:19 balanced feed (37 kg/acre) foliar_plus_basal से दें और 7 दिन बाद जांच करें।,soybean के vegetative दौर में NPK 19:19:19 balanced feed (37 kg/acre) foliar_plus_basal से दीं आ 7 दिन बाद फेर जांच करीं।,soybean ਦੇ vegetative ਪੜਾਅ ਵਿੱਚ NPK 19:19:19 balanced feed (37 kg/acre) foliar_plus_basal ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,soybean च्या vegetative टप्प्यात NPK 19:19:19 balanced feed (37 kg/acre) foliar_plus_basal ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
soybean,loamy,vegetative,high,balanced,balanced,Biofertilizer + irrigation flush,25,soil_correction,"For soybean at vegetative, apply Biofertilizer + irrigation flush (25 kg/acre) via soil_correction and re-check in 7 days.",soybean के vegetative चरण में Biofertilizer + irrigation flush (25 kg/acre) soil_correction से दें और 7 दिन बाद जांच करें।,soybean के vegetative दौर में Biofertilizer + irrigation flush (25 kg/acre) soil_correction से दीं आ 7 दिन बाद फेर जांच करीं।,soybean ਦੇ vegetative ਪੜਾਅ ਵਿੱਚ Biofertilizer + irrigation flush (25 kg/acre) soil_correction ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,soybean च्या vegetative टप्प्यात Biofertilizer + irrigation flush (25 kg/acre) soil_correction ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
soybean,clay,vegetative,low,balanced,balanced,Urea + FYM,55,split_dose_root_zone,"For soybean at vegetative, apply Urea + FYM (55 kg/acre) via split_dose_root_zone and re-check in 7 days.",soybean के vegetative चरण में Urea + FYM (55 kg/acre) split_dose_root_zone से दें और 7 दिन बाद जांच करें।,soybean के vegetative दौर में Urea + FYM (55 kg/acre) split_dose_root_zone से दीं आ 7 दिन बाद फेर जांच करीं।,soybean ਦੇ vegetative ਪੜਾਅ ਵਿੱਚ Urea + FYM (55 kg/acre) split_dose_root_zone ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,soybean च्या vegetative टप्प्यात Urea + FYM (55 kg/acre) split_dose_root_zone ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
soybean,clay,vegetative,balanced,low,balanced,DAP / SSP blend,53,basal_application,"For soybean at vegetative, apply DAP / SSP blend (53 kg/acre) via basal_application and re-check in 7 days.",soybean के vegetative चरण में DAP / SSP blend (53 kg/acre) basal_application से दें और 7 दिन बाद जांच करें।,soybean के vegetative दौर में DAP / SSP blend (53 kg/acre) basal_application से दीं आ 7 दिन बाद फेर जांच करीं।,soybean ਦੇ vegetative ਪੜਾਅ ਵਿੱਚ DAP / SSP blend (53 kg/acre) basal_application ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,soybean च्या vegetative टप्प्यात DAP / SSP blend (53 kg/acre) basal_application ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
soybean,clay,vegetative,balanced,balanced,low,MOP (Muriate of Potash),35,side_dressing,"For soybean at vegetative, apply MOP (Muriate of Potash) (35 kg/acre) via side_dressing and re-check in 7 days.",soybean के vegetative चरण में MOP (Muriate of Potash) (35 kg/acre) side_dressing से दें और 7 दिन बाद जांच करें।,soybean के vegetative दौर में MOP (Muriate of Potash) (35 kg/acre) side_dressing से दीं आ 7 दिन बाद फेर जांच करीं।,soybean ਦੇ vegetative ਪੜਾਅ ਵਿੱਚ MOP (Muriate of Potash) (35 kg/acre) side_dressing ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,soybean च्या vegetative टप्प्यात MOP (Muriate of Potash) (35 kg/acre) side_dressing ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
soybean,clay,vegetative,balanced,balanced,balanced,NPK 19:19:19 balanced feed,35,foliar_plus_basal,"For soybean at vegetative, apply NPK 19:19:19 balanced feed (35 kg/acre) via foliar_plus_basal and re-check in 7 days.",soybean के vegetative चरण में NPK 19:19:19 balanced feed (35 kg/acre) foliar_plus_basal से दें और 7 दिन बाद जांच करें।,soybean के vegetative दौर में NPK 19:19:19 balanced feed (35 kg/acre) foliar_plus_basal से दीं आ 7 दिन बाद फेर जांच करीं।,soybean ਦੇ vegetative ਪੜਾਅ ਵਿੱਚ NPK 19:19:19 balanced feed (35 kg/acre) foliar_plus_basal ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,soybean च्या vegetative टप्प्यात NPK 19:19:19 balanced feed (35 kg/acre) foliar_plus_basal ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
soybean,clay,vegetative,high,balanced,balanced,Biofertilizer + irrigation flush,30,soil_correction,"For soybean at vegetative, apply Biofertilizer + irrigation flush (30 kg/acre) via soil_correction and re-check in 7 days.",soybean के vegetative चरण में Biofertilizer + irrigation flush (30 kg/acre) soil_correction से दें और 7 दिन बाद जांच करें।,soybean के vegetative दौर में Biofertilizer + irrigation flush (30 kg/acre) soil_correction से दीं आ 7 दिन बाद फेर जांच करीं।,soybean ਦੇ vegetative ਪੜਾਅ ਵਿੱਚ Biofertilizer + irrigation flush (30 kg/acre) soil_correction ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,soybean च्या vegetative टप्प्यात Biofertilizer + irrigation flush (30 kg/acre) soil_correction ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
