crop,stage,weather_risk,care_area,priority,advice_en,advice_hi,advice_bho,advice_pa,advice_mr,frequency,source_type,review_status
Rice,vegetative,critical,disease_watch,urgent,"For Rice during vegetative stage under critical disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Rice में vegetative stage पर critical disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Rice में vegetative stage पर critical disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Rice ਵਿੱਚ vegetative stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Rice मध्ये vegetative stage आणि critical disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Rice,flowering_fruiting,low,irrigation,planned,"For Rice during flowering and fruiting stage under stable weather, keep moisture even and avoid long dry-wet swings.",Rice में flowering and fruiting stage पर stable weather होने पर keep moisture even and avoid long dry-wet swings।,Rice में flowering and fruiting stage पर stable weather रहे त keep moisture even and avoid long dry-wet swings।,Rice ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Rice मध्ये flowering and fruiting stage आणि stable weather असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Rice,flowering_fruiting,low,nutrition,planned,"For Rice during flowering and fruiting stage under stable weather, support crop with balanced nutrition and avoid excess nitrogen.",Rice में flowering and fruiting stage पर stable weather होने पर support crop with balanced nutrition and avoid excess nitrogen।,Rice में flowering and fruiting stage पर stable weather रहे त support crop with balanced nutrition and avoid excess nitrogen।,Rice ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Rice मध्ये flowering and fruiting stage आणि stable weather असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Rice,flowering_fruiting,low,canopy,planned,"For Rice during flowering and fruiting stage under stable weather, keep canopy open for airflow and light entry.",Rice में flowering and fruiting stage पर stable weather होने पर keep canopy open for airflow and light entry।,Rice में flowering and fruiting stage पर stable weather रहे त keep canopy open for airflow and light entry।,Rice ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Rice मध्ये flowering and fruiting stage आणि stable weather असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Rice,flowering_fruiting,low,scouting,planned,"For Rice during flowering and fruiting stage under stable weather, walk field twice weekly and mark suspicious patches early.",Rice में flowering and fruiting stage पर stable weather होने पर walk field twice weekly and mark suspicious patches early।,Rice में flowering and fruiting stage पर stable weather रहे त walk field twice weekly and mark suspicious patches early।,Rice ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Rice मध्ये flowering and fruiting stage आणि stable weather असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Rice,flowering_fruiting,low,disease_watch,planned,"For Rice during flowering and fruiting stage under stable weather, walk field twice weekly and mark suspicious patches early.",Rice में flowering and fruiting stage पर stable weather होने पर walk field twice weekly and mark suspicious patches early।,Rice में flowering and fruiting stage पर stable weather रहे त walk field twice weekly and mark suspicious patches early।,Rice ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Rice मध्ये flowering and fruiting stage आणि stable weather असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Rice,flowering_fruiting,medium,irrigation,planned,"For Rice during flowering and fruiting stage under moderate weather fluctuation, keep moisture even and avoid long dry-wet swings.",Rice में flowering and fruiting stage पर moderate weather fluctuation होने पर keep moisture even and avoid long dry-wet swings।,Rice में flowering and fruiting stage पर moderate weather fluctuation रहे त keep moisture even and avoid long dry-wet swings।,Rice ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Rice मध्ये flowering and fruiting stage आणि moderate weather fluctuation असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Rice,flowering_fruiting,medium,nutrition,planned,"For Rice during flowering and fruiting stage under moderate weather fluctuation, support crop with balanced nutrition and avoid excess nitrogen.",Rice में flowering and fruiting stage पर moderate weather fluctuation होने पर support crop with balanced nutrition and avoid excess nitrogen।,Rice में flowering and fruiting stage पर moderate weather fluctuation रहे त support crop with balanced nutrition and avoid excess nitrogen।,Rice ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Rice मध्ये flowering and fruiting stage आणि moderate weather fluctuation असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Rice,flowering_fruiting,medium,canopy,planned,"For Rice during flowering and fruiting stage under moderate weather fluctuation, keep canopy open for airflow and light entry.",Rice में flowering and fruiting stage पर moderate weather fluctuation होने पर keep canopy open for airflow and light entry।,Rice में flowering and fruiting stage पर moderate weather fluctuation रहे त keep canopy open for airflow and light entry।,Rice ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Rice मध्ये flowering and fruiting stage आणि moderate weather fluctuation असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Rice,flowering_fruiting,medium,scouting,planned,"For Rice during flowering and fruiting stage under moderate weather fluctuation, walk field twice weekly and mark suspicious patches early.",Rice में flowering and fruiting stage पर moderate weather fluctuation होने पर walk field twice weekly and mark suspicious patches early।,Rice में flowering and fruiting stage पर moderate weather fluctuation रहे त walk field twice weekly and mark suspicious patches early।,Rice ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Rice मध्ये flowering and fruiting stage आणि moderate weather fluctuation असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Rice,flowering_fruiting,medium,disease_watch,planned,"For Rice during flowering and fruiting stage under moderate weather fluctuation, walk field twice weekly and mark suspicious patches early.",Rice में flowering and fruiting stage पर moderate weather fluctuation होने पर walk field twice weekly and mark suspicious patches early।,Rice में flowering and fruiting stage पर moderate weather fluctuation रहे त walk field twice weekly and mark suspicious patches early।,Rice ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Rice मध्ये flowering and fruiting stage आणि moderate weather fluctuation असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Rice,flowering_fruiting,high,irrigation,urgent,"For Rice during flowering and fruiting stage under high disease-weather pressure, keep moisture even and avoid long dry-wet swings.",Rice में flowering and fruiting stage पर high disease-weather pressure होने पर keep moisture even and avoid long dry-wet swings।,Rice में flowering and fruiting stage पर high disease-weather pressure रहे त keep moisture even and avoid long dry-wet swings।,Rice ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Rice मध्ये flowering and fruiting stage आणि high disease-weather pressure असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Rice,flowering_fruiting,high,nutrition,urgent,"For Rice during flowering and fruiting stage under high disease-weather pressure, support crop with balanced nutrition and avoid excess nitrogen.",Rice में flowering and fruiting stage पर high disease-weather pressure होने पर support crop with balanced nutrition and avoid excess nitrogen।,Rice में flowering and fruiting stage पर high disease-weather pressure रहे त support crop with balanced nutrition and avoid excess nitrogen।,Rice ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Rice मध्ये flowering and fruiting stage आणि high disease-weather pressure असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Rice,flowering_fruiting,high,canopy,urgent,"For Rice during flowering and fruiting stage under high disease-weather pressure, keep canopy open for airflow and light entry.",Rice में flowering and fruiting stage पर high disease-weather pressure होने पर keep canopy open for airflow and light entry।,Rice में flowering and fruiting stage पर high disease-weather pressure रहे त keep canopy open for airflow and light entry।,Rice ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Rice मध्ये flowering and fruiting stage आणि high disease-weather pressure असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Rice,flowering_fruiting,high,scouting,urgent,"For Rice during flowering and fruiting stage under high disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Rice में flowering and fruiting stage पर high disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Rice में flowering and fruiting stage पर high disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Rice ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Rice मध्ये flowering and fruiting stage आणि high disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Rice,flowering_fruiting,high,disease_watch,urgent,"For Rice during flowering and fruiting stage under high disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Rice में flowering and fruiting stage पर high disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Rice में flowering and fruiting stage पर high disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Rice ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Rice मध्ये flowering and fruiting stage आणि high disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Rice,flowering_fruiting,critical,irrigation,urgent,"For Rice during flowering and fruiting stage under critical disease-weather pressure, keep moisture even and avoid long dry-wet swings.",Rice में flowering and fruiting stage पर critical disease-weather pressure होने पर keep moisture even and avoid long dry-wet swings।,Rice में flowering and fruiting stage पर critical disease-weather pressure रहे त keep moisture even and avoid long dry-wet swings।,Rice ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Rice मध्ये flowering and fruiting stage आणि critical disease-weather pressure असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Rice,flowering_fruiting,critical,nutrition,urgent,"For Rice during flowering and fruiting stage under critical disease-weather pressure, support crop with balanced nutrition and avoid excess nitrogen.",Rice में flowering and fruiting stage पर critical disease-weather pressure होने पर support crop with balanced nutrition and avoid excess nitrogen।,Rice में flowering and fruiting stage पर critical disease-weather pressure रहे त support crop with balanced nutrition and avoid excess nitrogen।,Rice ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Rice मध्ये flowering and fruiting stage आणि critical disease-weather pressure असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Rice,flowering_fruiting,critical,canopy,urgent,"For Rice during flowering and fruiting stage under critical disease-weather pressure, keep canopy open for airflow and light entry.",Rice में flowering and fruiting stage पर critical disease-weather pressure होने पर keep canopy open for airflow and light entry।,Rice में flowering and fruiting stage पर critical disease-weather pressure रहे त keep canopy open for airflow and light entry।,Rice ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Rice मध्ये flowering and fruiting stage आणि critical disease-weather pressure असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Rice,flowering_fruiting,critical,scouting,urgent,"For Rice during flowering and fruiting stage under critical disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Rice में flowering and fruiting stage पर critical disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Rice में flowering and fruiting stage पर critical disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Rice ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Rice मध्ये flowering and fruiting stage आणि critical disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Rice,flowering_fruiting,critical,disease_watch,urgent,"For Rice during flowering and fruiting stage under critical disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Rice में flowering and fruiting stage पर critical disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Rice में flowering and fruiting stage पर critical disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Rice ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Rice मध्ये flowering and fruiting stage आणि critical disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Apple,nursery,low,irrigation,planned,"For Apple during nursery stage under stable weather, keep moisture even and avoid long dry-wet swings.",Apple में nursery stage पर stable weather होने पर keep moisture even and avoid long dry-wet swings।,Apple में nursery stage पर stable weather रहे त keep moisture even and avoid long dry-wet swings।,Apple ਵਿੱਚ nursery stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Apple मध्ये nursery stage आणि stable weather असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Apple,nursery,low,nutrition,planned,"For Apple during nursery stage under stable weather, support crop with balanced nutrition and avoid excess nitrogen.",Apple में nursery stage पर stable weather होने पर support crop with balanced nutrition and avoid excess nitrogen।,Apple में nursery stage पर stable weather रहे त support crop with balanced nutrition and avoid excess nitrogen।,Apple ਵਿੱਚ nursery stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Apple मध्ये nursery stage आणि stable weather असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Apple,nursery,low,canopy,planned,"For Apple during nursery stage under stable weather, keep canopy open for airflow and light entry.",Apple में nursery stage पर stable weather होने पर keep canopy open for airflow and light entry।,Apple में nursery stage पर stable weather रहे त keep canopy open for airflow and light entry।,Apple ਵਿੱਚ nursery stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Apple मध्ये nursery stage आणि stable weather असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Apple,nursery,low,scouting,planned,"For Apple during nursery stage under stable weather, walk field twice weekly and mark suspicious patches early.",Apple में nursery stage पर stable weather होने पर walk field twice weekly and mark suspicious patches early।,Apple में nursery stage पर stable weather रहे त walk field twice weekly and mark suspicious patches early।,Apple ਵਿੱਚ nursery stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Apple मध्ये nursery stage आणि stable weather असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Apple,nursery,low,disease_watch,planned,"For Apple during nursery stage under stable weather, walk field twice weekly and mark suspicious patches early.",Apple में nursery stage पर stable weather होने पर walk field twice weekly and mark suspicious patches early।,Apple में nursery stage पर stable weather रहे त walk field twice weekly and mark suspicious patches early।,Apple ਵਿੱਚ nursery stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Apple मध्ये nursery stage आणि stable weather असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Apple,nursery,medium,irrigation,planned,"For Apple during nursery stage under moderate weather fluctuation, keep moisture even and avoid long dry-wet swings.",Apple में nursery stage पर moderate weather fluctuation होने पर keep moisture even and avoid long dry-wet swings।,Apple में nursery stage पर moderate weather fluctuation रहे त keep moisture even and avoid long dry-wet swings।,Apple ਵਿੱਚ nursery stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Apple मध्ये nursery stage आणि moderate weather fluctuation असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Apple,nursery,medium,nutrition,planned,"For Apple during nursery stage under moderate weather fluctuation, support crop with balanced nutrition and avoid excess nitrogen.",Apple में nursery stage पर moderate weather fluctuation होने पर support crop with balanced nutrition and avoid excess nitrogen।,Apple में nursery stage पर moderate weather fluctuation रहे त support crop with balanced nutrition and avoid excess nitrogen।,Apple ਵਿੱਚ nursery stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Apple मध्ये nursery stage आणि moderate weather fluctuation असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Apple,nursery,medium,canopy,planned,"For Apple during nursery stage under moderate weather fluctuation, keep canopy open for airflow and light entry.",Apple में nursery stage पर moderate weather fluctuation होने पर keep canopy open for airflow and light entry।,Apple में nursery stage पर moderate weather fluctuation रहे त keep canopy open for airflow and light entry।,Apple ਵਿੱਚ nursery stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Apple मध्ये nursery stage आणि moderate weather fluctuation असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Apple,nursery,medium,scouting,planned,"For Apple during nursery stage under moderate weather fluctuation, walk field twice weekly and mark suspicious patches early.",Apple में nursery stage पर moderate weather fluctuation होने पर walk field twice weekly and mark suspicious patches early।,Apple में nursery stage पर moderate weather fluctuation रहे त walk field twice weekly and mark suspicious patches early।,Apple ਵਿੱਚ nursery stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Apple मध्ये nursery stage आणि moderate weather fluctuation असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Apple,nursery,medium,disease_watch,planned,"For Apple during nursery stage under moderate weather fluctuation, walk field twice weekly and mark suspicious patches early.",Apple में nursery stage पर moderate weather fluctuation होने पर walk field twice weekly and mark suspicious patches early।,Apple में nursery stage पर moderate weather fluctuation रहे त walk field twice weekly and mark suspicious patches early।,Apple ਵਿੱਚ nursery stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Apple मध्ये nursery stage आणि moderate weather fluctuation असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Apple,nursery,high,irrigation,urgent,"For Apple during nursery stage under high disease-weather pressure, keep moisture even and avoid long dry-wet swings.",Apple में nursery stage पर high disease-weather pressure होने पर keep moisture even and avoid long dry-wet swings।,Apple में nursery stage पर high disease-weather pressure रहे त keep moisture even and avoid long dry-wet swings।,Apple ਵਿੱਚ nursery stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Apple मध्ये nursery stage आणि high disease-weather pressure असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Apple,nursery,high,nutrition,urgent,"For Apple during nursery stage under high disease-weather pressure, support crop with balanced nutrition and avoid excess nitrogen.",Apple में nursery stage पर high disease-weather pressure होने पर support crop with balanced nutrition and avoid excess nitrogen।,Apple में nursery stage पर high disease-weather pressure रहे त support crop with balanced nutrition and avoid excess nitrogen।,Apple ਵਿੱਚ nursery stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Apple मध्ये nursery stage आणि high disease-weather pressure असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Apple,nursery,high,canopy,urgent,"For Apple during nursery stage under high disease-weather pressure, keep canopy open for airflow and light entry.",Apple में nursery stage पर high disease-weather pressure होने पर keep canopy open for airflow and light entry।,Apple में nursery stage पर high disease-weather pressure रहे त keep canopy open for airflow and light entry।,Apple ਵਿੱਚ nursery stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Apple मध्ये nursery stage आणि high disease-weather pressure असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Apple,nursery,high,scouting,urgent,"For Apple during nursery stage under high disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Apple में nursery stage पर high disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Apple में nursery stage पर high disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Apple ਵਿੱਚ nursery stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Apple मध्ये nursery stage आणि high disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Apple,nursery,high,disease_watch,urgent,"For Apple during nursery stage under high disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Apple में nursery stage पर high disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Apple में nursery stage पर high disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Apple ਵਿੱਚ nursery stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Apple मध्ये nursery stage आणि high disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Apple,nursery,critical,irrigation,urgent,"For Apple during nursery stage under critical disease-weather pressure, keep moisture even and avoid long dry-wet swings.",Apple में nursery stage पर critical disease-weather pressure होने पर keep moisture even and avoid long dry-wet swings।,Apple में nursery stage पर critical disease-weather pressure रहे त keep moisture even and avoid long dry-wet swings।,Apple ਵਿੱਚ nursery stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Apple मध्ये nursery stage आणि critical disease-weather pressure असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Apple,nursery,critical,nutrition,urgent,"For Apple during nursery stage under critical disease-weather pressure, support crop with balanced nutrition and avoid excess nitrogen.",Apple में nursery stage पर critical disease-weather pressure होने पर support crop with balanced nutrition and avoid excess nitrogen।,Apple में nursery stage पर critical disease-weather pressure रहे त support crop with balanced nutrition and avoid excess nitrogen।,Apple ਵਿੱਚ nursery stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Apple मध्ये nursery stage आणि critical disease-weather pressure असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Apple,nursery,critical,canopy,urgent,"For Apple during nursery stage under critical disease-weather pressure, keep canopy open for airflow and light entry.",Apple में nursery stage पर critical disease-weather pressure होने पर keep canopy open for airflow and light entry।,Apple में nursery stage पर critical disease-weather pressure रहे त keep canopy open for airflow and light entry।,Apple ਵਿੱਚ nursery stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Apple मध्ये nursery stage आणि critical disease-weather pressure असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Apple,nursery,critical,scouting,urgent,"For Apple during nursery stage under critical disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Apple में nursery stage पर critical disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Apple में nursery stage पर critical disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Apple ਵਿੱਚ nursery stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Apple मध्ये nursery stage आणि critical disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Apple,nursery,critical,disease_watch,urgent,"For Apple during nursery stage under critical disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Apple में nursery stage पर critical disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Apple में nursery stage पर critical disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Apple ਵਿੱਚ nursery stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Apple मध्ये nursery stage आणि critical disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Apple,vegetative,low,irrigation,planned,"For Apple during vegetative stage under stable weather, keep moisture even and avoid long dry-wet swings.",Apple में vegetative stage पर stable weather होने पर keep moisture even and avoid long dry-wet swings।,Apple में vegetative stage पर stable weather रहे त keep moisture even and avoid long dry-wet swings।,Apple ਵਿੱਚ vegetative stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Apple मध्ये vegetative stage आणि stable weather असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Apple,vegetative,low,nutrition,planned,"For Apple during vegetative stage under stable weather, support crop with balanced nutrition and avoid excess nitrogen.",Apple में vegetative stage पर stable weather होने पर support crop with balanced nutrition and avoid excess nitrogen।,Apple में vegetative stage पर stable weather रहे त support crop with balanced nutrition and avoid excess nitrogen।,Apple ਵਿੱਚ vegetative stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Apple मध्ये vegetative stage आणि stable weather असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Apple,vegetative,low,canopy,planned,"For Apple during vegetative stage under stable weather, keep canopy open for airflow and light entry.",Apple में vegetative stage पर stable weather होने पर keep canopy open for airflow and light entry।,Apple में vegetative stage पर stable weather रहे त keep canopy open for airflow and light entry।,Apple ਵਿੱਚ vegetative stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Apple मध्ये vegetative stage आणि stable weather असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Apple,vegetative,low,scouting,planned,"For Apple during vegetative stage under stable weather, walk field twice weekly and mark suspicious patches early.",Apple में vegetative stage पर stable weather होने पर walk field twice weekly and mark suspicious patches early।,Apple में vegetative stage पर stable weather रहे त walk field twice weekly and mark suspicious patches early।,Apple ਵਿੱਚ vegetative stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Apple मध्ये vegetative stage आणि stable weather असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Apple,vegetative,low,disease_watch,planned,"For Apple during vegetative stage under stable weather, walk field twice weekly and mark suspicious patches early.",Apple में vegetative stage पर stable weather होने पर walk field twice weekly and mark suspicious patches early।,Apple में vegetative stage पर stable weather रहे त walk field twice weekly and mark suspicious patches early।,Apple ਵਿੱਚ vegetative stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Apple मध्ये vegetative stage आणि stable weather असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
