record_type,disease_class,crop,disease_name,health_status,pathogen_type,stage,severity,medicine_name,active_ingredient,dosage_per_liter,dosage_per_acre,spray_interval_days,waiting_period_days,recovery_window_days,irrigation_advice,cultural_control,chemical_control,precautionary_notes,escalation_rule,summary_en,summary_hi,summary_bho,summary_pa,summary_mr,source_type,evidence_level,review_status
disease_protocol,Tomato___Septoria_leaf_spot,Tomato,Septoria leaf spot,attention,fungal_or_foliar,vegetative,medium,Protective foliar fungicide,Mancozeb / Chlorothalonil rotation,2.0 g/L,300.0 g/acre,7,5,10,Keep irrigation stable for Tomato and avoid prolonged leaf wetness.,Remove infected lower leaves and improve sunlight penetration in canopy.,Start protective spray rotation and re-scan after 48 hours.,Match spray to crop label and local residue rules.,Escalate if lesion size grows after two spray cycles.,"Medium risk detected in Tomato during vegetative stage. Start with Protective foliar fungicide, follow remove infected lower leaves and improve sunlight penetration in canopy., and review field in 48 hours.","टमाटर में वनस्पति अवस्था पर मध्यम स्तर का जोखिम दिख रहा है। सुरक्षात्मक कवकनाशी (Fungicide) से शुरुआत करें, संक्रमित निचली पत्तियों को हटा दें और पौधों के बीच धूप पहुंचने दें। और 48 घंटे बाद खेत दोबारा देखें।","Tomato में vegetative stage पर medium स्तर के समस्या दिख रहल बा। पहिले Protective foliar fungicide से काम शुरू करीं, Remove infected lower leaves and improve sunlight penetration in canopy. आ 48 घंटा बाद फेर जांच करीं।","ਟਮਾਟਰ ਵਿੱਚ ਵਿਕਾਸ ਅਵਸਥਾ ਦੌਰਾਨ ਦਰਮਿਆਨਾ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। ਸੁਰੱਖਿਆ ਵਾਲੀ ਉੱਲੀਮਾਰ (Fungicide) ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, ਬਿਮਾਰ ਹੇਠਲੇ ਪੱਤਿਆਂ ਨੂੰ ਹਟਾਓ ਅਤੇ ਪੌਦਿਆਂ ਵਿਚਕਾਰ ਧੁੱਪ ਪਹੁੰਚਣ ਦਿਓ। ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Tomato मध्ये vegetative stage दरम्यान medium पातळीचा धोका दिसतो आहे. Protective foliar fungicide पासून सुरुवात करा, Remove infected lower leaves and improve sunlight penetration in canopy. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
disease_protocol,Tomato___Septoria_leaf_spot,Tomato,Septoria leaf spot,attention,fungal_or_foliar,vegetative,high,Protective foliar fungicide,Mancozeb / Chlorothalonil rotation,2.2 g/L,330.0 g/acre,5,5,10,Keep irrigation stable for Tomato and avoid prolonged leaf wetness.,Remove infected lower leaves and improve sunlight penetration in canopy.,Start protective spray rotation and re-scan after 48 hours.,Match spray to crop label and local residue rules.,Escalate if lesion size grows after two spray cycles.,"High risk detected in Tomato during vegetative stage. Start with Protective foliar fungicide, follow remove infected lower leaves and improve sunlight penetration in canopy., and review field in 48 hours.","टमाटर में वनस्पति अवस्था पर उच्च स्तर का जोखिम दिख रहा है। सुरक्षात्मक कवकनाशी (Fungicide) से शुरुआत करें, संक्रमित निचली पत्तियों को हटा दें और पौधों के बीच धूप पहुंचने दें। और 48 घंटे बाद खेत दोबारा देखें।","Tomato में vegetative stage पर high स्तर के समस्या दिख रहल बा। पहिले Protective foliar fungicide से काम शुरू करीं, Remove infected lower leaves and improve sunlight penetration in canopy. आ 48 घंटा बाद फेर जांच करीं।","ਟਮਾਟਰ ਵਿੱਚ ਵਿਕਾਸ ਅਵਸਥਾ ਦੌਰਾਨ ਉੱਚ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। ਸੁਰੱਖਿਆ ਵਾਲੀ ਉੱਲੀਮਾਰ (Fungicide) ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, ਬਿਮਾਰ ਹੇਠਲੇ ਪੱਤਿਆਂ ਨੂੰ ਹਟਾਓ ਅਤੇ ਪੌਦਿਆਂ ਵਿਚਕਾਰ ਧੁੱਪ ਪਹੁੰਚਣ ਦਿਓ। ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Tomato मध्ये vegetative stage दरम्यान high पातळीचा धोका दिसतो आहे. Protective foliar fungicide पासून सुरुवात करा, Remove infected lower leaves and improve sunlight penetration in canopy. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
disease_protocol,Tomato___Septoria_leaf_spot,Tomato,Septoria leaf spot,attention,fungal_or_foliar,vegetative,critical,Protective foliar fungicide,Mancozeb / Chlorothalonil rotation,2.4 g/L,360.0 g/acre,5,5,10,Keep irrigation stable for Tomato and avoid prolonged leaf wetness.,Remove infected lower leaves and improve sunlight penetration in canopy.,Start protective spray rotation and re-scan after 48 hours.,Match spray to crop label and local residue rules.,Escalate if lesion size grows after two spray cycles.,"Critical risk detected in Tomato during vegetative stage. Start with Protective foliar fungicide, follow remove infected lower leaves and improve sunlight penetration in canopy., and review field in 48 hours.","टमाटर में वनस्पति अवस्था पर गंभीर स्तर का जोखिम दिख रहा है। सुरक्षात्मक कवकनाशी (Fungicide) से शुरुआत करें, संक्रमित निचली पत्तियों को हटा दें और पौधों के बीच धूप पहुंचने दें। और 48 घंटे बाद खेत दोबारा देखें।","Tomato में vegetative stage पर critical स्तर के समस्या दिख रहल बा। पहिले Protective foliar fungicide से काम शुरू करीं, Remove infected lower leaves and improve sunlight penetration in canopy. आ 48 घंटा बाद फेर जांच करीं।","ਟਮਾਟਰ ਵਿੱਚ ਵਿਕਾਸ ਅਵਸਥਾ ਦੌਰਾਨ ਗੰਭੀਰ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। ਸੁਰੱਖਿਆ ਵਾਲੀ ਉੱਲੀਮਾਰ (Fungicide) ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, ਬਿਮਾਰ ਹੇਠਲੇ ਪੱਤਿਆਂ ਨੂੰ ਹਟਾਓ ਅਤੇ ਪੌਦਿਆਂ ਵਿਚਕਾਰ ਧੁੱਪ ਪਹੁੰਚਣ ਦਿਓ। ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Tomato मध्ये vegetative stage दरम्यान critical पातळीचा धोका दिसतो आहे. Protective foliar fungicide पासून सुरुवात करा, Remove infected lower leaves and improve sunlight penetration in canopy. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
disease_protocol,Tomato___Septoria_leaf_spot,Tomato,Septoria leaf spot,attention,fungal_or_foliar,flowering_fruiting,low,Protective foliar fungicide,Mancozeb / Chlorothalonil rotation,1.8 g/L,270.0 g/acre,7,5,10,Keep irrigation stable for Tomato and avoid prolonged leaf wetness.,Remove infected lower leaves and improve sunlight penetration in canopy.,Start protective spray rotation and re-scan after 48 hours.,Match spray to crop label and local residue rules.,Escalate if lesion size grows after two spray cycles.,"Low risk detected in Tomato during flowering or fruiting stage. Start with Protective foliar fungicide, follow remove infected lower leaves and improve sunlight penetration in canopy., and review field in 48 hours.","टमाटर में fकमering or fruiting stage पर कम स्तर का जोखिम दिख रहा है। सुरक्षात्मक कवकनाशी (Fungicide) से शुरुआत करें, संक्रमित निचली पत्तियों को हटा दें और पौधों के बीच धूप पहुंचने दें। और 48 घंटे बाद खेत दोबारा देखें।","Tomato में flowering or fruiting stage पर low स्तर के समस्या दिख रहल बा। पहिले Protective foliar fungicide से काम शुरू करीं, Remove infected lower leaves and improve sunlight penetration in canopy. आ 48 घंटा बाद फेर जांच करीं।","ਟਮਾਟਰ ਵਿੱਚ fਘੱਟering or fruiting stage ਦੌਰਾਨ ਘੱਟ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। ਸੁਰੱਖਿਆ ਵਾਲੀ ਉੱਲੀਮਾਰ (Fungicide) ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, ਬਿਮਾਰ ਹੇਠਲੇ ਪੱਤਿਆਂ ਨੂੰ ਹਟਾਓ ਅਤੇ ਪੌਦਿਆਂ ਵਿਚਕਾਰ ਧੁੱਪ ਪਹੁੰਚਣ ਦਿਓ। ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Tomato मध्ये flowering or fruiting stage दरम्यान low पातळीचा धोका दिसतो आहे. Protective foliar fungicide पासून सुरुवात करा, Remove infected lower leaves and improve sunlight penetration in canopy. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
disease_protocol,Tomato___Septoria_leaf_spot,Tomato,Septoria leaf spot,attention,fungal_or_foliar,flowering_fruiting,medium,Protective foliar fungicide,Mancozeb / Chlorothalonil rotation,2.0 g/L,300.0 g/acre,7,5,10,Keep irrigation stable for Tomato and avoid prolonged leaf wetness.,Remove infected lower leaves and improve sunlight penetration in canopy.,Start protective spray rotation and re-scan after 48 hours.,Match spray to crop label and local residue rules.,Escalate if lesion size grows after two spray cycles.,"Medium risk detected in Tomato during flowering or fruiting stage. Start with Protective foliar fungicide, follow remove infected lower leaves and improve sunlight penetration in canopy., and review field in 48 hours.","टमाटर में fकमering or fruiting stage पर मध्यम स्तर का जोखिम दिख रहा है। सुरक्षात्मक कवकनाशी (Fungicide) से शुरुआत करें, संक्रमित निचली पत्तियों को हटा दें और पौधों के बीच धूप पहुंचने दें। और 48 घंटे बाद खेत दोबारा देखें।","Tomato में flowering or fruiting stage पर medium स्तर के समस्या दिख रहल बा। पहिले Protective foliar fungicide से काम शुरू करीं, Remove infected lower leaves and improve sunlight penetration in canopy. आ 48 घंटा बाद फेर जांच करीं।","ਟਮਾਟਰ ਵਿੱਚ fਘੱਟering or fruiting stage ਦੌਰਾਨ ਦਰਮਿਆਨਾ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। ਸੁਰੱਖਿਆ ਵਾਲੀ ਉੱਲੀਮਾਰ (Fungicide) ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, ਬਿਮਾਰ ਹੇਠਲੇ ਪੱਤਿਆਂ ਨੂੰ ਹਟਾਓ ਅਤੇ ਪੌਦਿਆਂ ਵਿਚਕਾਰ ਧੁੱਪ ਪਹੁੰਚਣ ਦਿਓ। ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Tomato मध्ये flowering or fruiting stage दरम्यान medium पातळीचा धोका दिसतो आहे. Protective foliar fungicide पासून सुरुवात करा, Remove infected lower leaves and improve sunlight penetration in canopy. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
disease_protocol,Tomato___Septoria_leaf_spot,Tomato,Septoria leaf spot,attention,fungal_or_foliar,flowering_fruiting,high,Protective foliar fungicide,Mancozeb / Chlorothalonil rotation,2.2 g/L,330.0 g/acre,5,5,10,Keep irrigation stable for Tomato and avoid prolonged leaf wetness.,Remove infected lower leaves and improve sunlight penetration in canopy.,Start protective spray rotation and re-scan after 48 hours.,Match spray to crop label and local residue rules.,Escalate if lesion size grows after two spray cycles.,"High risk detected in Tomato during flowering or fruiting stage. Start with Protective foliar fungicide, follow remove infected lower leaves and improve sunlight penetration in canopy., and review field in 48 hours.","टमाटर में fकमering or fruiting stage पर उच्च स्तर का जोखिम दिख रहा है। सुरक्षात्मक कवकनाशी (Fungicide) से शुरुआत करें, संक्रमित निचली पत्तियों को हटा दें और पौधों के बीच धूप पहुंचने दें। और 48 घंटे बाद खेत दोबारा देखें।","Tomato में flowering or fruiting stage पर high स्तर के समस्या दिख रहल बा। पहिले Protective foliar fungicide से काम शुरू करीं, Remove infected lower leaves and improve sunlight penetration in canopy. आ 48 घंटा बाद फेर जांच करीं।","ਟਮਾਟਰ ਵਿੱਚ fਘੱਟering or fruiting stage ਦੌਰਾਨ ਉੱਚ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। ਸੁਰੱਖਿਆ ਵਾਲੀ ਉੱਲੀਮਾਰ (Fungicide) ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, ਬਿਮਾਰ ਹੇਠਲੇ ਪੱਤਿਆਂ ਨੂੰ ਹਟਾਓ ਅਤੇ ਪੌਦਿਆਂ ਵਿਚਕਾਰ ਧੁੱਪ ਪਹੁੰਚਣ ਦਿਓ। ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Tomato मध्ये flowering or fruiting stage दरम्यान high पातळीचा धोका दिसतो आहे. Protective foliar fungicide पासून सुरुवात करा, Remove infected lower leaves and improve sunlight penetration in canopy. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
disease_protocol,Tomato___Septoria_leaf_spot,Tomato,Septoria leaf spot,attention,fungal_or_foliar,flowering_fruiting,critical,Protective foliar fungicide,Mancozeb / Chlorothalonil rotation,2.4 g/L,360.0 g/acre,5,5,10,Keep irrigation stable for Tomato and avoid prolonged leaf wetness.,Remove infected lower leaves and improve sunlight penetration in canopy.,Start protective spray rotation and re-scan after 48 hours.,Match spray to crop label and local residue rules.,Escalate if lesion size grows after two spray cycles.,"Critical risk detected in Tomato during flowering or fruiting stage. Start with Protective foliar fungicide, follow remove infected lower leaves and improve sunlight penetration in canopy., and review field in 48 hours.","टमाटर में fकमering or fruiting stage पर गंभीर स्तर का जोखिम दिख रहा है। सुरक्षात्मक कवकनाशी (Fungicide) से शुरुआत करें, संक्रमित निचली पत्तियों को हटा दें और पौधों के बीच धूप पहुंचने दें। और 48 घंटे बाद खेत दोबारा देखें।","Tomato में flowering or fruiting stage पर critical स्तर के समस्या दिख रहल बा। पहिले Protective foliar fungicide से काम शुरू करीं, Remove infected lower leaves and improve sunlight penetration in canopy. आ 48 घंटा बाद फेर जांच करीं।","ਟਮਾਟਰ ਵਿੱਚ fਘੱਟering or fruiting stage ਦੌਰਾਨ ਗੰਭੀਰ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। ਸੁਰੱਖਿਆ ਵਾਲੀ ਉੱਲੀਮਾਰ (Fungicide) ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, ਬਿਮਾਰ ਹੇਠਲੇ ਪੱਤਿਆਂ ਨੂੰ ਹਟਾਓ ਅਤੇ ਪੌਦਿਆਂ ਵਿਚਕਾਰ ਧੁੱਪ ਪਹੁੰਚਣ ਦਿਓ। ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Tomato मध्ये flowering or fruiting stage दरम्यान critical पातळीचा धोका दिसतो आहे. Protective foliar fungicide पासून सुरुवात करा, Remove infected lower leaves and improve sunlight penetration in canopy. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
disease_protocol,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Spider mites Two-spotted spider mite,attention,pest,nursery,low,Neem-based miticide support,Neem oil / abamectin rotation,2.52 ml/L,378.0 ml/acre,6,3,7,Prevent crop stress and dust build-up; both increase mite pressure.,Spray underside of leaves and remove severely infested foliage.,Rotate miticide class when infestation rebounds after two cycles.,Avoid spraying under harsh afternoon heat.,Escalate when webbing appears in multiple plants.,"Low risk detected in Tomato during nursery or early transplant stage. Start with Neem-based miticide support, follow spray underside of leaves and remove severely infested foliage., and review field in 48 hours.","टमाटर में नर्सरी अवस्था पर कम स्तर का जोखिम दिख रहा है। Neem-based miticide support से शुरुआत करें, Spray underside of leaves and remove severely infested foliage. और 48 घंटे बाद खेत दोबारा देखें।","Tomato में nursery or early transplant stage पर low स्तर के समस्या दिख रहल बा। पहिले Neem-based miticide support से काम शुरू करीं, Spray underside of leaves and remove severely infested foliage. आ 48 घंटा बाद फेर जांच करीं।","ਟਮਾਟਰ ਵਿੱਚ ਨਰਸਰੀ ਅਵਸਥਾ ਦੌਰਾਨ ਘੱਟ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। Neem-based miticide support ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, Spray underside of leaves and remove severely infested foliage. ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Tomato मध्ये nursery or early transplant stage दरम्यान low पातळीचा धोका दिसतो आहे. Neem-based miticide support पासून सुरुवात करा, Spray underside of leaves and remove severely infested foliage. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
disease_protocol,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Spider mites Two-spotted spider mite,attention,pest,nursery,medium,Neem-based miticide support,Neem oil / abamectin rotation,2.8 ml/L,420.0 ml/acre,6,3,7,Prevent crop stress and dust build-up; both increase mite pressure.,Spray underside of leaves and remove severely infested foliage.,Rotate miticide class when infestation rebounds after two cycles.,Avoid spraying under harsh afternoon heat.,Escalate when webbing appears in multiple plants.,"Medium risk detected in Tomato during nursery or early transplant stage. Start with Neem-based miticide support, follow spray underside of leaves and remove severely infested foliage., and review field in 48 hours.","टमाटर में नर्सरी अवस्था पर मध्यम स्तर का जोखिम दिख रहा है। Neem-based miticide support से शुरुआत करें, Spray underside of leaves and remove severely infested foliage. और 48 घंटे बाद खेत दोबारा देखें।","Tomato में nursery or early transplant stage पर medium स्तर के समस्या दिख रहल बा। पहिले Neem-based miticide support से काम शुरू करीं, Spray underside of leaves and remove severely infested foliage. आ 48 घंटा बाद फेर जांच करीं।","ਟਮਾਟਰ ਵਿੱਚ ਨਰਸਰੀ ਅਵਸਥਾ ਦੌਰਾਨ ਦਰਮਿਆਨਾ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। Neem-based miticide support ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, Spray underside of leaves and remove severely infested foliage. ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Tomato मध्ये nursery or early transplant stage दरम्यान medium पातळीचा धोका दिसतो आहे. Neem-based miticide support पासून सुरुवात करा, Spray underside of leaves and remove severely infested foliage. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
disease_protocol,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Spider mites Two-spotted spider mite,attention,pest,nursery,high,Neem-based miticide support,Neem oil / abamectin rotation,3.08 ml/L,462.0 ml/acre,4,3,7,Prevent crop stress and dust build-up; both increase mite pressure.,Spray underside of leaves and remove severely infested foliage.,Rotate miticide class when infestation rebounds after two cycles.,Avoid spraying under harsh afternoon heat.,Escalate when webbing appears in multiple plants.,"High risk detected in Tomato during nursery or early transplant stage. Start with Neem-based miticide support, follow spray underside of leaves and remove severely infested foliage., and review field in 48 hours.","टमाटर में नर्सरी अवस्था पर उच्च स्तर का जोखिम दिख रहा है। Neem-based miticide support से शुरुआत करें, Spray underside of leaves and remove severely infested foliage. और 48 घंटे बाद खेत दोबारा देखें।","Tomato में nursery or early transplant stage पर high स्तर के समस्या दिख रहल बा। पहिले Neem-based miticide support से काम शुरू करीं, Spray underside of leaves and remove severely infested foliage. आ 48 घंटा बाद फेर जांच करीं।","ਟਮਾਟਰ ਵਿੱਚ ਨਰਸਰੀ ਅਵਸਥਾ ਦੌਰਾਨ ਉੱਚ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। Neem-based miticide support ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, Spray underside of leaves and remove severely infested foliage. ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Tomato मध्ये nursery or early transplant stage दरम्यान high पातळीचा धोका दिसतो आहे. Neem-based miticide support पासून सुरुवात करा, Spray underside of leaves and remove severely infested foliage. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
disease_protocol,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Spider mites Two-spotted spider mite,attention,pest,nursery,critical,Neem-based miticide support,Neem oil / abamectin rotation,3.36 ml/L,504.0 ml/acre,4,3,7,Prevent crop stress and dust build-up; both increase mite pressure.,Spray underside of leaves and remove severely infested foliage.,Rotate miticide class when infestation rebounds after two cycles.,Avoid spraying under harsh afternoon heat.,Escalate when webbing appears in multiple plants.,"Critical risk detected in Tomato during nursery or early transplant stage. Start with Neem-based miticide support, follow spray underside of leaves and remove severely infested foliage., and review field in 48 hours.","टमाटर में नर्सरी अवस्था पर गंभीर स्तर का जोखिम दिख रहा है। Neem-based miticide support से शुरुआत करें, Spray underside of leaves and remove severely infested foliage. और 48 घंटे बाद खेत दोबारा देखें।","Tomato में nursery or early transplant stage पर critical स्तर के समस्या दिख रहल बा। पहिले Neem-based miticide support से काम शुरू करीं, Spray underside of leaves and remove severely infested foliage. आ 48 घंटा बाद फेर जांच करीं।","ਟਮਾਟਰ ਵਿੱਚ ਨਰਸਰੀ ਅਵਸਥਾ ਦੌਰਾਨ ਗੰਭੀਰ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। Neem-based miticide support ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, Spray underside of leaves and remove severely infested foliage. ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Tomato मध्ये nursery or early transplant stage दरम्यान critical पातळीचा धोका दिसतो आहे. Neem-based miticide support पासून सुरुवात करा, Spray underside of leaves and remove severely infested foliage. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
disease_protocol,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Spider mites Two-spotted spider mite,attention,pest,vegetative,low,Neem-based miticide support,Neem oil / abamectin rotation,2.52 ml/L,378.0 ml/acre,6,3,7,Prevent crop stress and dust build-up; both increase mite pressure.,Spray underside of leaves and remove severely infested foliage.,Rotate miticide class when infestation rebounds after two cycles.,Avoid spraying under harsh afternoon heat.,Escalate when webbing appears in multiple plants.,"Low risk detected in Tomato during vegetative stage. Start with Neem-based miticide support, follow spray underside of leaves and remove severely infested foliage., and review field in 48 hours.","टमाटर में वनस्पति अवस्था पर कम स्तर का जोखिम दिख रहा है। Neem-based miticide support से शुरुआत करें, Spray underside of leaves and remove severely infested foliage. और 48 घंटे बाद खेत दोबारा देखें।","Tomato में vegetative stage पर low स्तर के समस्या दिख रहल बा। पहिले Neem-based miticide support से काम शुरू करीं, Spray underside of leaves and remove severely infested foliage. आ 48 घंटा बाद फेर जांच करीं।","ਟਮਾਟਰ ਵਿੱਚ ਵਿਕਾਸ ਅਵਸਥਾ ਦੌਰਾਨ ਘੱਟ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। Neem-based miticide support ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, Spray underside of leaves and remove severely infested foliage. ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Tomato मध्ये vegetative stage दरम्यान low पातळीचा धोका दिसतो आहे. Neem-based miticide support पासून सुरुवात करा, Spray underside of leaves and remove severely infested foliage. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
disease_protocol,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Spider mites Two-spotted spider mite,attention,pest,vegetative,medium,Neem-based miticide support,Neem oil / abamectin rotation,2.8 ml/L,420.0 ml/acre,6,3,7,Prevent crop stress and dust build-up; both increase mite pressure.,Spray underside of leaves and remove severely infested foliage.,Rotate miticide class when infestation rebounds after two cycles.,Avoid spraying under harsh afternoon heat.,Escalate when webbing appears in multiple plants.,"Medium risk detected in Tomato during vegetative stage. Start with Neem-based miticide support, follow spray underside of leaves and remove severely infested foliage., and review field in 48 hours.","टमाटर में वनस्पति अवस्था पर मध्यम स्तर का जोखिम दिख रहा है। Neem-based miticide support से शुरुआत करें, Spray underside of leaves and remove severely infested foliage. और 48 घंटे बाद खेत दोबारा देखें।","Tomato में vegetative stage पर medium स्तर के समस्या दिख रहल बा। पहिले Neem-based miticide support से काम शुरू करीं, Spray underside of leaves and remove severely infested foliage. आ 48 घंटा बाद फेर जांच करीं।","ਟਮਾਟਰ ਵਿੱਚ ਵਿਕਾਸ ਅਵਸਥਾ ਦੌਰਾਨ ਦਰਮਿਆਨਾ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। Neem-based miticide support ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, Spray underside of leaves and remove severely infested foliage. ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Tomato मध्ये vegetative stage दरम्यान medium पातळीचा धोका दिसतो आहे. Neem-based miticide support पासून सुरुवात करा, Spray underside of leaves and remove severely infested foliage. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
disease_protocol,Tomato___Spider_mites Two-spotted_spider_mite,Tomato,Spider mites Two-spotted spider mite,attention,pest,vegetative,high,Neem-based miticide support,Neem oil / abamectin rotation,3.08 ml/L,462.0 ml/acre,4,3,7,Prevent crop stress and dust build-up; both increase mite pressure.,Spray underside of leaves and remove severely infested foliage.,Rotate miticide class when infestation rebounds after two cycles.,Avoid spraying under harsh afternoon heat.,Escalate when webbing appears in multiple plants.,"High risk detected in Tomato during vegetative stage. Start with Neem-based miticide support, follow spray underside of leaves and remove severely infested foliage., and review field in 48 hours.","टमाटर में वनस्पति अवस्था पर उच्च स्तर का जोखिम दिख रहा है। Neem-based miticide support से शुरुआत करें, Spray underside of leaves and remove severely infested foliage. और 48 घंटे बाद खेत दोबारा देखें।","Tomato में vegetative stage पर high स्तर के समस्या दिख रहल बा। पहिले Neem-based miticide support से काम शुरू करीं, Spray underside of leaves and remove severely infested foliage. आ 48 घंटा बाद फेर जांच करीं।","ਟਮਾਟਰ ਵਿੱਚ ਵਿਕਾਸ ਅਵਸਥਾ ਦੌਰਾਨ ਉੱਚ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। Neem-based miticide support ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, Spray underside of leaves and remove severely infested foliage. ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Tomato मध्ये vegetative stage दरम्यान high पातळीचा धोका दिसतो आहे. Neem-based miticide support पासून सुरुवात करा, Spray underside of leaves and remove severely infested foliage. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
